lr,lc,rc,ld,rd,lnnz,rnnz,lr*lc,lc*rc,lr*rc,lr*lc*rc,ld*rd,lr*rc*ld*rd,lr*lc*rc*ld*rd,sp_smdm,bz_smsm,bz_smdm
16384,16384,16384,0.007,0.07,1879048,18790482,268435456,268435456,268435456,4.40E+12,0.00049,131533.3734,2770769302,34874,79214,122891
16384,16384,16384,0.007,0.09,1879048,24159191,268435456,268435456,268435456,4.40E+12,0.00063,169114.3373,3078632558,37465,102549,130513
16384,16384,16384,0.007,0.1,1879048,26843546,268435456,268435456,268435456,4.40E+12,7.00E-04,187904.8192,9235897673,37087,110688,117492
16384,16384,16384,0.007,0.3,1879048,80530637,268435456,268435456,268435456,4.40E+12,0.0021,563714.4576,15393162789,26192,246379,120607
16384,16384,16384,0.007,0.5,1879048,134217728,268435456,268435456,268435456,4.40E+12,0.0035,939524.096,21550427904,26032,300827,117766
16384,16384,16384,0.007,0.7,1879048,187904819,268435456,268435456,268435456,4.40E+12,0.0049,1315333.734,15393162.79,65836,362101,118297
16384,16384,16384,0.009,0.003,2415919,805306,268435456,268435456,268435456,4.40E+12,2.70E-05,7247.757312,197912093,32292,7367,142907
16384,16384,16384,0.009,0.005,2415919,1342177,268435456,268435456,268435456,4.40E+12,4.50E-05,12079.59552,277076930.2,32161,14943,144203
16384,16384,16384,0.009,0.007,2415919,1879048,268435456,268435456,268435456,4.40E+12,6.30E-05,16911.43373,395824186,32954,19828,140245
16384,16384,16384,0.009,0.01,2415919,2684355,268435456,268435456,268435456,4.40E+12,9.00E-05,24159.19104,1187472558,33048,21218,141511
16384,16384,16384,0.009,0.03,2415919,8053064,268435456,268435456,268435456,4.40E+12,0.00027,72477.57312,1979120930,32678,56736,139171
16384,16384,16384,0.009,0.05,2415919,13421773,268435456,268435456,268435456,4.40E+12,0.00045,120795.9552,2770769302,33254,81001,139563
16384,16384,16384,0.009,0.07,2415919,18790482,268435456,268435456,268435456,4.40E+12,0.00063,169114.3373,3562417674,40291,94266,142907
16384,16384,16384,0.009,0.09,2415919,24159191,268435456,268435456,268435456,4.40E+12,0.00081,217432.7194,3958241860,30884,115910,155324
16384,16384,16384,0.009,0.1,2415919,26843546,268435456,268435456,268435456,4.40E+12,9.00E-04,241591.9104,11874725580,37554,141114,144516
16384,16384,16384,0.009,0.3,2415919,80530637,268435456,268435456,268435456,4.40E+12,0.0027,724775.7312,19791209300,31304,274649,143115
16384,16384,16384,0.009,0.5,2415919,134217728,268435456,268435456,268435456,4.40E+12,0.0045,1207959.552,19791209.3,58663,342736,147951
16384,16384,16384,0.01,0.001,2684355,268435,268435456,268435456,268435456,4.40E+12,1.00E-05,2684.35456,131941395.3,34884,3076,163604
16384,16384,16384,0.01,0.003,2684355,805306,268435456,268435456,268435456,4.40E+12,3.00E-05,8053.06368,219902325.6,35299,7496,167359
16384,16384,16384,0.01,0.005,2684355,1342177,268435456,268435456,268435456,4.40E+12,5.00E-05,13421.7728,307863255.8,34639,14349,157097
16384,16384,16384,0.01,0.007,2684355,1879048,268435456,268435456,268435456,4.40E+12,7.00E-05,18790.48192,395824186,34801,19839,151204
16384,16384,16384,0.01,0.009,2684355,2415919,268435456,268435456,268435456,4.40E+12,9.00E-05,24159.19104,1319413953,35222,23118,152268
16384,16384,16384,0.01,0.03,2684355,8053064,268435456,268435456,268435456,4.40E+12,3.00E-04,80530.6368,2199023256,37124,53625,150073
16384,16384,16384,0.01,0.05,2684355,13421773,268435456,268435456,268435456,4.40E+12,5.00E-04,134217.728,3078632558,36042,82750,151768
16384,16384,16384,0.01,0.07,2684355,18790482,268435456,268435456,268435456,4.40E+12,7.00E-04,187904.8192,3958241860,43102,109391,163604
16384,16384,16384,0.01,0.09,2684355,24159191,268435456,268435456,268435456,4.40E+12,9.00E-04,241591.9104,4398046511,32923,122676,167359
16384,16384,16384,0.01,0.1,2684355,26843546,268435456,268435456,268435456,4.40E+12,0.001,268435.456,13194139533,40657,130341,164106
16384,16384,16384,0.01,0.3,2684355,80530637,268435456,268435456,268435456,4.40E+12,0.003,805306.368,21990232.56,73681,271937,164009
16384,16384,16384,0.03,5.00E-04,8053064,134218,268435456,268435456,268435456,4.40E+12,1.50E-05,4026.53184,131941395.3,80159,3612,350727
16384,16384,16384,0.03,0.001,8053064,268435,268435456,268435456,268435456,4.40E+12,3.00E-05,8053.06368,395824186,82222,7942,350341
16384,16384,16384,0.03,0.003,8053064,805306,268435456,268435456,268435456,4.40E+12,9.00E-05,24159.19104,659706976.7,81898,19491,345925
16384,16384,16384,0.03,0.005,8053064,1342177,268435456,268435456,268435456,4.40E+12,0.00015,40265.3184,923589767.3,80175,32185,340941
16384,16384,16384,0.03,0.007,8053064,1879048,268435456,268435456,268435456,4.40E+12,0.00021,56371.44576,1187472558,82295,45687,340003
16384,16384,16384,0.03,0.009,8053064,2415919,268435456,268435456,268435456,4.40E+12,0.00027,72477.57312,1319413953,81852,53063,340296
16384,16384,16384,0.03,0.01,8053064,2684355,268435456,268435456,268435456,4.40E+12,3.00E-04,80530.6368,6597069767,81597,48858,340072
16384,16384,16384,0.03,0.05,8053064,13421773,268435456,268435456,268435456,4.40E+12,0.0015,402653.184,9235897673,86400,182752,345925
16384,16384,16384,0.03,0.07,8053064,18790482,268435456,268435456,268435456,4.40E+12,0.0021,563714.4576,11874725580,92395,213764,352323
16384,16384,16384,0.03,0.09,8053064,24159191,268435456,268435456,268435456,4.40E+12,0.0027,724775.7312,65970697.67,78873,269670,349427
16384,16384,16384,0.05,5.00E-04,13421773,134218,268435456,268435456,268435456,4.40E+12,2.50E-05,6710.8864,219902325.6,118573,5997,486998
16384,16384,16384,0.05,0.001,13421773,268435,268435456,268435456,268435456,4.40E+12,5.00E-05,13421.7728,659706976.7,121443,13104,486713
16384,16384,16384,0.05,0.003,13421773,805306,268435456,268435456,268435456,4.40E+12,0.00015,40265.3184,1099511628,121176,29374,492222
16384,16384,16384,0.05,0.005,13421773,1342177,268435456,268435456,268435456,4.40E+12,0.00025,67108.864,1539316279,118651,49562,486930
16384,16384,16384,0.05,0.007,13421773,1879048,268435456,268435456,268435456,4.40E+12,0.00035,93952.4096,1979120930,121486,65428,491513
16384,16384,16384,0.05,0.009,13421773,2415919,268435456,268435456,268435456,4.40E+12,0.00045,120795.9552,2199023256,121181,76432,486998
16384,16384,16384,0.05,0.01,13421773,2684355,268435456,268435456,268435456,4.40E+12,5.00E-04,134217.728,6597069767,118448,85219,486713
16384,16384,16384,0.05,0.03,13421773,8053064,268435456,268435456,268435456,4.40E+12,0.0015,402653.184,109951162.8,121681,181855,492229
16384,16384,16384,0.07,5.00E-04,18790482,134218,268435456,268435456,268435456,4.40E+12,3.50E-05,9395.24096,307863255.8,163332,6711,658337
16384,16384,16384,0.07,0.001,18790482,268435,268435456,268435456,268435456,4.40E+12,7.00E-05,18790.48192,923589767.3,153998,16926,639947
16384,16384,16384,0.07,0.003,18790482,805306,268435456,268435456,268435456,4.40E+12,0.00021,56371.44576,1539316279,156634,41206,639263
16384,16384,16384,0.07,0.005,18790482,1342177,268435456,268435456,268435456,4.40E+12,0.00035,93952.4096,2155042790,163397,61207,643084
16384,16384,16384,0.07,0.007,18790482,1879048,268435456,268435456,268435456,4.40E+12,0.00049,131533.3734,2770769302,153901,76378,639096
16384,16384,16384,0.07,0.009,18790482,2415919,268435456,268435456,268435456,4.40E+12,0.00063,169114.3373,3078632558,156631,100377,633922
16384,16384,16384,0.07,0.01,18790482,2684355,268435456,268435456,268435456,4.40E+12,7.00E-04,187904.8192,9235897673,159343,115872,636003
16384,16384,16384,0.07,0.03,18790482,8053064,268435456,268435456,268435456,4.40E+12,0.0021,563714.4576,153931627.9,162466,226498,658337
16384,16384,16384,0.09,5.00E-04,24159191,134218,268435456,268435456,268435456,4.40E+12,4.50E-05,12079.59552,395824186,184432,8093,749531
16384,16384,16384,0.09,0.001,24159191,268435,268435456,268435456,268435456,4.40E+12,9.00E-05,24159.19104,1187472558,185444,20271,754506
16384,16384,16384,0.09,0.003,24159191,805306,268435456,268435456,268435456,4.40E+12,0.00027,72477.57312,1979120930,186976,50918,742297
16384,16384,16384,0.09,0.005,24159191,1342177,268435456,268435456,268435456,4.40E+12,0.00045,120795.9552,2770769302,184232,80786,747447
16384,16384,16384,0.09,0.007,24159191,1879048,268435456,268435456,268435456,4.40E+12,0.00063,169114.3373,3562417674,186683,103307,758676
16384,16384,16384,0.09,0.009,24159191,2415919,268435456,268435456,268435456,4.40E+12,0.00081,217432.7194,3958241860,191666,109632,750054
16384,16384,16384,0.09,0.01,24159191,2684355,268435456,268435456,268435456,4.40E+12,9.00E-04,241591.9104,11874725580,183445,118830,749531
16384,16384,16384,0.09,0.03,24159191,8053064,268435456,268435456,268435456,4.40E+12,0.0027,724775.7312,197912093,187412,255426,754506
16384,16384,16384,0.1,5.00E-04,26843546,134218,268435456,268435456,268435456,4.40E+12,5.00E-05,13421.7728,439804651.1,182202,7416,797845
16384,16384,16384,0.1,0.001,26843546,268435,268435456,268435456,268435456,4.40E+12,1.00E-04,26843.5456,1319413953,180093,21438,800087
16384,16384,16384,0.1,0.003,26843546,805306,268435456,268435456,268435456,4.40E+12,3.00E-04,80530.6368,2199023256,187584,48340,841262
16384,16384,16384,0.1,0.005,26843546,1342177,268435456,268435456,268435456,4.40E+12,5.00E-04,134217.728,3078632558,189228,94133,801611
16384,16384,16384,0.1,0.007,26843546,1879048,268435456,268435456,268435456,4.40E+12,7.00E-04,187904.8192,3958241860,185670,111486,799208
16384,16384,16384,0.1,0.009,26843546,2415919,268435456,268435456,268435456,4.40E+12,9.00E-04,241591.9104,4398046511,188826,133360,802142
16384,16384,16384,0.1,0.01,26843546,2684355,268435456,268435456,268435456,4.40E+12,0.001,268435.456,219902325.6,197483,132950,797845
16384,16384,16384,0.3,5.00E-04,80530637,134218,268435456,268435456,268435456,4.40E+12,0.00015,40265.3184,1319413953,364574,16542,1588213
16384,16384,16384,0.3,0.001,80530637,268435,268435456,268435456,268435456,4.40E+12,3.00E-04,80530.6368,3958241860,372325,47980,1586408
16384,16384,16384,0.3,0.003,80530637,805306,268435456,268435456,268435456,4.40E+12,9.00E-04,241591.9104,6597069767,356755,90802,1649374
16384,16384,16384,0.3,0.005,80530637,1342177,268435456,268435456,268435456,4.40E+12,0.0015,402653.184,9235897673,367056,173560,1516110
16384,16384,16384,0.3,0.007,80530637,1879048,268435456,268435456,268435456,4.40E+12,0.0021,563714.4576,11874725580,374849,247505,1552287
16384,16384,16384,0.3,0.009,80530637,2415919,268435456,268435456,268435456,4.40E+12,0.0027,724775.7312,13194139533,355471,262204,1548367
16384,16384,16384,0.3,0.01,80530637,2684355,268435456,268435456,268435456,4.40E+12,0.003,805306.368,659706976.7,349965,298460,1554292
16384,16384,16384,0.5,5.00E-04,134217728,134218,268435456,268435456,268435456,4.40E+12,0.00025,67108.864,2199023256,454594,24263,2054352
16384,16384,16384,0.5,0.001,134217728,268435,268435456,268435456,268435456,4.40E+12,5.00E-04,134217.728,6597069767,494322,39016,2066676
16384,16384,16384,0.5,0.003,134217728,805306,268435456,268435456,268435456,4.40E+12,0.0015,402653.184,10995116278,456787,131837,2097765
16384,16384,16384,0.5,0.005,134217728,1342177,268435456,268435456,268435456,4.40E+12,0.0025,671088.64,15393162789,450379,250285,2068456
16384,16384,16384,0.5,0.007,134217728,1879048,268435456,268435456,268435456,4.40E+12,0.0035,939524.096,19791209300,498067,288021,2094654
16384,16384,16384,0.5,0.009,134217728,2415919,268435456,268435456,268435456,4.40E+12,0.0045,1207959.552,1099511628,453609,372634,2059158
16384,16384,16384,0.7,5.00E-04,187904819,134218,268435456,268435456,268435456,4.40E+12,0.00035,93952.4096,3078632558,644532,88977,2393029
16384,16384,16384,0.7,0.001,187904819,268435,268435456,268435456,268435456,4.40E+12,7.00E-04,187904.8192,9235897673,586788,183674,2394484
16384,16384,16384,0.7,0.003,187904819,805306,268435456,268435456,268435456,4.40E+12,0.0021,563714.4576,15393162789,676665,201566,2345472
16384,16384,16384,0.7,0.005,187904819,1342177,268435456,268435456,268435456,4.40E+12,0.0035,939524.096,21550427904,645241,252752,2424120
16384,16384,16384,0.7,0.007,187904819,1879048,268435456,268435456,268435456,4.40E+12,0.0049,1315333.734,3078632558,580709,288558,2394684
32768,32768,32768,5.00E-04,0.003,536871,3221225,1073741824,1073741824,1073741824,3.52E+13,1.50E-06,1610.612736,87960930.22,43857,4935,115205
32768,32768,32768,5.00E-04,0.005,536871,5368709,1073741824,1073741824,1073741824,3.52E+13,2.50E-06,2684.35456,123145302.3,42456,7370,114542
32768,32768,32768,5.00E-04,0.007,536871,7516193,1073741824,1073741824,1073741824,3.52E+13,3.50E-06,3758.096384,158329674.4,43845,12135,115635
32768,32768,32768,5.00E-04,0.009,536871,9663676,1073741824,1073741824,1073741824,3.52E+13,4.50E-06,4831.838208,175921860.4,42733,10048,114736
32768,32768,32768,5.00E-04,0.01,536871,10737418,1073741824,1073741824,1073741824,3.52E+13,5.00E-06,5368.70912,527765581.3,43853,11945,115955
32768,32768,32768,5.00E-04,0.03,536871,32212255,1073741824,1073741824,1073741824,3.52E+13,1.50E-05,16106.12736,879609302.2,42732,37266,114636
32768,32768,32768,5.00E-04,0.05,536871,53687091,1073741824,1073741824,1073741824,3.52E+13,2.50E-05,26843.5456,1231453023,43887,50426,115221
32768,32768,32768,5.00E-04,0.07,536871,75161928,1073741824,1073741824,1073741824,3.52E+13,3.50E-05,37580.96384,1583296744,42733,62685,114533
32768,32768,32768,5.00E-04,0.09,536871,96636764,1073741824,1073741824,1073741824,3.52E+13,4.50E-05,48318.38208,1759218604,43865,80300,115836
32768,32768,32768,5.00E-04,0.1,536871,107374182,1073741824,1073741824,1073741824,3.52E+13,5.00E-05,53687.0912,8796093.022,42742,85952,114123
32768,32768,32768,0.001,0.003,1073742,3221225,1073741824,1073741824,1073741824,3.52E+13,3.00E-06,3221.225472,175921860.4,57521,12871,189432
32768,32768,32768,0.001,0.005,1073742,5368709,1073741824,1073741824,1073741824,3.52E+13,5.00E-06,5368.70912,246290604.6,56863,16963,187652
32768,32768,32768,0.001,0.007,1073742,7516193,1073741824,1073741824,1073741824,3.52E+13,7.00E-06,7516.192768,316659348.8,57894,20031,189874
32768,32768,32768,0.001,0.009,1073742,9663676,1073741824,1073741824,1073741824,3.52E+13,9.00E-06,9663.676416,351843720.9,56721,25555,187234
32768,32768,32768,0.001,0.01,1073742,10737418,1073741824,1073741824,1073741824,3.52E+13,1.00E-05,10737.41824,1055531163,57878,28898,189751
32768,32768,32768,0.001,0.03,1073742,32212255,1073741824,1073741824,1073741824,3.52E+13,3.00E-05,32212.25472,1759218604,56237,72660,187143
32768,32768,32768,0.001,0.05,1073742,53687091,1073741824,1073741824,1073741824,3.52E+13,5.00E-05,53687.0912,2462906046,57976,132562,189876
32768,32768,32768,0.001,0.07,1073742,75161928,1073741824,1073741824,1073741824,3.52E+13,7.00E-05,75161.92768,3166593488,56124,133949,187631
32768,32768,32768,0.001,0.09,1073742,96636764,1073741824,1073741824,1073741824,3.52E+13,9.00E-05,96636.76416,17592186.04,57852,137541,189856
32768,32768,32768,0.003,5.00E-04,3221225,536871,1073741824,1073741824,1073741824,3.52E+13,1.50E-06,1610.612736,105553116.3,112744,5219,450774
32768,32768,32768,0.003,0.001,3221225,1073742,1073741824,1073741824,1073741824,3.52E+13,3.00E-06,3221.225472,527765581.3,112747,12717,457142
32768,32768,32768,0.003,0.005,3221225,5368709,1073741824,1073741824,1073741824,3.52E+13,1.50E-05,16106.12736,738871813.9,112847,42622,450421
32768,32768,32768,0.003,0.007,3221225,7516193,1073741824,1073741824,1073741824,3.52E+13,2.10E-05,22548.5783,949978046.4,112542,56167,457811
32768,32768,32768,0.003,0.009,3221225,9663676,1073741824,1073741824,1073741824,3.52E+13,2.70E-05,28991.02925,1055531163,112976,61964,450421
32768,32768,32768,0.003,0.01,3221225,10737418,1073741824,1073741824,1073741824,3.52E+13,3.00E-05,32212.25472,3166593488,112122,82777,457755
32768,32768,32768,0.003,0.03,3221225,32212255,1073741824,1073741824,1073741824,3.52E+13,9.00E-05,96636.76416,5277655813,110876,175110,452455
32768,32768,32768,0.003,0.05,3221225,53687091,1073741824,1073741824,1073741824,3.52E+13,0.00015,161061.2736,52776558.13,113531,303706,457978
32768,32768,32768,0.005,5.00E-04,5368709,536871,1073741824,1073741824,1073741824,3.52E+13,2.50E-06,2684.35456,175921860.4,179233,7225,674690
32768,32768,32768,0.005,0.001,5368709,1073742,1073741824,1073741824,1073741824,3.52E+13,5.00E-06,5368.70912,527765581.3,176575,16055,667002
32768,32768,32768,0.005,0.003,5368709,3221225,1073741824,1073741824,1073741824,3.52E+13,1.50E-05,16106.12736,1231453023,184949,38496,670937
32768,32768,32768,0.005,0.007,5368709,7516193,1073741824,1073741824,1073741824,3.52E+13,3.50E-05,37580.96384,1583296744,179479,75341,668208
32768,32768,32768,0.005,0.009,5368709,9663676,1073741824,1073741824,1073741824,3.52E+13,4.50E-05,48318.38208,1759218604,176755,89365,680529
32768,32768,32768,0.005,0.01,5368709,10737418,1073741824,1073741824,1073741824,3.52E+13,5.00E-05,53687.0912,5277655813,184698,109853,669804
32768,32768,32768,0.005,0.03,5368709,32212255,1073741824,1073741824,1073741824,3.52E+13,0.00015,161061.2736,87960930.22,176850,242041,674690
32768,32768,32768,0.007,5.00E-04,7516193,536871,1073741824,1073741824,1073741824,3.52E+13,3.50E-06,3758.096384,246290604.6,231990,11891,868046
32768,32768,32768,0.007,0.001,7516193,1073742,1073741824,1073741824,1073741824,3.52E+13,7.00E-06,7516.192768,738871813.9,230232,19888,869088
32768,32768,32768,0.007,0.003,7516193,3221225,1073741824,1073741824,1073741824,3.52E+13,2.10E-05,22548.5783,1231453023,232122,54052,880286
32768,32768,32768,0.007,0.005,7516193,5368709,1073741824,1073741824,1073741824,3.52E+13,3.50E-05,37580.96384,2216615442,230041,76726,868334
32768,32768,32768,0.007,0.009,7516193,9663676,1073741824,1073741824,1073741824,3.52E+13,6.30E-05,67645.73491,2462906046,231340,127039,870358
32768,32768,32768,0.007,0.01,7516193,10737418,1073741824,1073741824,1073741824,3.52E+13,7.00E-05,75161.92768,7388718139,232477,141468,868046
32768,32768,32768,0.007,0.03,7516193,32212255,1073741824,1073741824,1073741824,3.52E+13,0.00021,225485.783,123145302.3,232472,309364,869088
32768,32768,32768,0.009,5.00E-04,9663676,536871,1073741824,1073741824,1073741824,3.52E+13,4.50E-06,4831.838208,316659348.8,275362,12190,1086831
32768,32768,32768,0.009,0.001,9663676,1073742,1073741824,1073741824,1073741824,3.52E+13,9.00E-06,9663.676416,949978046.4,284227,24744,1084150
32768,32768,32768,0.009,0.003,9663676,3221225,1073741824,1073741824,1073741824,3.52E+13,2.70E-05,28991.02925,1583296744,280928,60725,1073448
32768,32768,32768,0.009,0.005,9663676,5368709,1073741824,1073741824,1073741824,3.52E+13,4.50E-05,48318.38208,2216615442,275362,88036,1054109
32768,32768,32768,0.009,0.007,9663676,7516193,1073741824,1073741824,1073741824,3.52E+13,6.30E-05,67645.73491,3166593488,284227,126301,1056206
32768,32768,32768,0.009,0.01,9663676,10737418,1073741824,1073741824,1073741824,3.52E+13,9.00E-05,96636.76416,158329674.4,280928,165905,1065432
32768,32768,32768,0.01,5.00E-04,10737418,536871,1073741824,1073741824,1073741824,3.52E+13,5.00E-06,5368.70912,351843720.9,311058,13819,1165334
32768,32768,32768,0.01,0.001,10737418,1073742,1073741824,1073741824,1073741824,3.52E+13,1.00E-05,10737.41824,1055531163,302809,26494,1167459
32768,32768,32768,0.01,0.003,10737418,3221225,1073741824,1073741824,1073741824,3.52E+13,3.00E-05,32212.25472,1759218604,299366,76918,1141232
32768,32768,32768,0.01,0.005,10737418,5368709,1073741824,1073741824,1073741824,3.52E+13,5.00E-05,53687.0912,2462906046,299121,107713,1157785
32768,32768,32768,0.01,0.007,10737418,7516193,1073741824,1073741824,1073741824,3.52E+13,7.00E-05,75161.92768,3166593488,311521,141079,1147499
32768,32768,32768,0.01,0.009,10737418,9663676,1073741824,1073741824,1073741824,3.52E+13,9.00E-05,96636.76416,175921860.4,302121,166268,1147561
32768,32768,32768,0.03,5.00E-04,32212255,536871,1073741824,1073741824,1073741824,3.52E+13,1.50E-05,16106.12736,1055531163,689225,33969,2688933
32768,32768,32768,0.03,0.001,32212255,1073742,1073741824,1073741824,1073741824,3.52E+13,3.00E-05,32212.25472,3166593488,689203,65661,2659865
32768,32768,32768,0.03,0.003,32212255,3221225,1073741824,1073741824,1073741824,3.52E+13,9.00E-05,96636.76416,5277655813,687620,164469,2600527
32768,32768,32768,0.03,0.005,32212255,5368709,1073741824,1073741824,1073741824,3.52E+13,0.00015,161061.2736,7388718139,674189,246612,2610632
32768,32768,32768,0.03,0.007,32212255,7516193,1073741824,1073741824,1073741824,3.52E+13,0.00021,225485.783,527765581.3,665807,309611,2615859
32768,32768,32768,0.05,5.00E-04,53687091,536871,1073741824,1073741824,1073741824,3.52E+13,2.50E-05,26843.5456,1759218604,966697,47775,3800338
32768,32768,32768,0.05,0.001,53687091,1073742,1073741824,1073741824,1073741824,3.52E+13,5.00E-05,53687.0912,5277655813,941640,86595,3729061
32768,32768,32768,0.05,0.003,53687091,3221225,1073741824,1073741824,1073741824,3.52E+13,0.00015,161061.2736,879609302.2,976858,222548,3733810
32768,32768,32768,0.07,5.00E-04,75161928,536871,1073741824,1073741824,1073741824,3.52E+13,3.50E-05,37580.96384,2462906046,1132782,58983,4622026
32768,32768,32768,0.07,0.001,75161928,1073742,1073741824,1073741824,1073741824,3.52E+13,7.00E-05,75161.92768,1231453023,1135930,303319,4565155
32768,32768,32768,0.09,5.00E-04,96636764,536871,1073741824,1073741824,1073741824,3.52E+13,4.50E-05,48318.38208,3166593488,1328615,79219,5543684
32768,32768,32768,0.09,0.001,96636764,1073742,1073741824,1073741824,1073741824,3.52E+13,9.00E-05,96636.76416,1583296744,1383330,410071,5594251
32768,32768,32768,0.1,5.00E-04,107374182,536871,1073741824,1073741824,1073741824,3.52E+13,5.00E-05,53687.0912,3518437209,1449064,82652,5895908
32768,32768,32768,0.1,0.001,107374182,1073742,1073741824,1073741824,1073741824,3.52E+13,1.00E-04,107374.1824,8.80E+11,1464633,126902,5990136
27831,11270,20174,0.00013363,0.25,41916,56843668,313655370,227360980,561462594,6.33E+12,3.34E-05,18757.06161,253670501.2,28221,14062,22875
14181,94003,1950,0.00082185,0.3,1095598,54996768,1333056543,183305850,27652950,2.60E+12,0.000247,6817.973087,1068183.207,4715,7090,13693
132956,16755,3248,0.00031941,0.25,711549,13608396,2227677780,54420240,431841088,7.24E+12,7.99E-05,34483.59048,300441730.4,10312,35612,25238
112343,34138,7278,0.00018467,0.13,708256,32302311,3835165334,248456364,817632354,2.79E+13,2.40E-05,19628.98169,360819941.3,28430,57191,54479
66045,72263,22300,0.00952101,0.03,45441030,48344875,4772609835,1611464900,1472803500,1.06E+14,0.000286,420677.3055,2.53E+11,1635212,417179,5305070
130857,38012,1280,0.00041097,0.25,2044271,12169032,4974136284,48655360,167496960,6.37E+12,0.000103,17209.05641,706482704.6,6816,26338,19876
97578,7459,14889,0.00019487,0.27,141843,29989369,727834302,111057051,1452838842,1.08E+13,5.26E-05,76440.97039,2111752.586,25293,48811,33065
94225,2005,8081,0.00031941,0.25,60349,4051125,188921125,16202405,761432225,1.53E+12,7.99E-05,60802.26675,243817.0897,7338,9281,11100
65530,62105,28142,0.00860544,5.00E-04,35022554,873915,4069740650,1747758910,1844145260,1.15E+14,4.30E-06,7934.840693,2.27E+11,1584164,32961,5131248
40714,7000,38892,0.00952101,0.23,2713741,62621498,284998000,272244000,1583448888,1.11E+13,0.00219,3467487.52,3165966866,166623,318140,551015
8350,12002,37253,0.00047003,0.03,47106,13413859,100216700,447110506,311062550,3.73E+12,1.41E-05,4386.261911,526439154.6,9872,3295,20759
64938,6886,22246,0.00078778,0.3,352280,45958453,447163068,153185956,1444610748,9.95E+12,0.000236,341410.6365,1567302429,37054,137086,56787
143715,65429,4334,0.00078778,0.07,7407700,19850498,9403128735,283569286,622860810,4.08E+13,5.51E-05,34347.41022,8026131084,123781,100669,242419
125421,32313,6175,0.00952101,0.25,38587041,49890216,4052728773,199532775,774474675,2.50E+13,0.00238,1843445.281,1191344948,727242,639584,1576516
72613,89253,20566,0.00013363,0.03,866057,55067736,6480928089,1835577198,1493358958,1.33E+14,4.01E-06,5986.726727,534333320.5,75279,52607,157363
13520,47932,33230,0.00041097,0.03,266335,47784808,648040640,1592780360,449269600,2.15E+13,1.23E-05,5539.089825,2212497113,34661,18652,70633
109483,27731,8396,0.00108175,0.25,3284344,58210082,3036073073,232829476,919219268,2.55E+13,0.00027,248591.3608,1378737405,79609,186229,187908
110414,25191,4853,0.00082487,0.05,2294423,6113663,2781439074,122251923,535839142,1.35E+13,4.12E-05,22099.88165,55671811.87,28895,40085,79112
49178,98112,2452,0.00952101,0.15,45938885,36100542,4824951936,240570624,120584456,1.18E+13,0.00143,172212.8717,5632049757,174422,123826,575573
127672,23870,16304,0.00082487,0.05,2513848,19459838,3047530640,389176480,2081564288,4.97E+13,4.12E-05,85850.99671,2049263292,117170,145855,302847
65650,61885,8058,0.00163948,0.1,6660921,49869856,4062750250,498669330,529007700,3.27E+13,0.000164,86729.7544,12344722957,89321,111475,291083
130155,25044,3545,0.00296184,0.23,9654607,20422157,3259601820,88780980,461399475,1.16E+13,0.000681,314316.0268,34224915.55,115774,124011,242351
106017,58524,10918,0.00163948,0.01,10172324,6389896,6204538908,638965032,1157493606,6.77E+13,1.64E-05,18976.87617,16659040516,302300,80166,730944
61442,21298,6466,0.00491597,0.15,6433115,20658683,1308591716,137712868,397283972,8.46E+12,0.000737,292955.4132,5407449138,75710,92795,219216
27923,24266,6672,0.02533638,0.13,17167950,21050689,677579518,161902752,186302256,4.52E+12,0.00329,613629.2179,8017868170,164867,105441,584790
134604,40220,3474,0.00015297,0.07,828152,9783527,5413772880,139724280,467614296,1.88E+13,1.07E-05,5007.16712,14384875.83,12187,18239,28835
76769,43145,12086,0.00082282,0.005,2725427,2607392,3312198505,521450470,927830134,4.00E+13,4.11E-06,3817.185954,8234624400,61985,12244,195135
27107,22534,3468,0.00160539,0.25,980679,19542021,610829138,78147912,94007076,2.12E+12,0.000401,37729.50493,442102265.4,5375,17138,19112
34138,73292,4891,0.00296184,0.07,7410654,25096197,2502042296,358471172,166968958,1.22E+13,0.000207,34617.4737,1087364521,54611,37109,190442
45399,74397,4100,0.00078778,0.03,2660812,9151729,3377549403,305027700,186135900,1.38E+13,2.36E-05,4399.024179,763639804.3,17692,19591,61842
118916,18104,2542,0.00182521,0.07,3929504,3222456,2152855264,46020368,302284472,5.47E+12,0.000128,38621.28488,9988567.735,29670,34345,72358
90165,40716,4848,0.00082185,0.01,3017247,1974257,3671158140,197391168,437119920,1.78E+13,8.22E-06,3592.470063,2486607188,34232,11979,94180
73304,99311,3386,0.00182521,0.17,13287523,57169824,7279893544,336267046,248207344,2.46E+13,0.00031,77015.18948,13497274380,77322,101664,264035
138837,34229,4344,0.00056263,0.15,2673820,22304505,4752251673,148690776,603107928,2.06E+13,8.44E-05,50898.99203,116148106.5,43025,85631,87520
140022,20920,8204,0.00041097,0.01,1203880,1716520,2929260240,171627680,1148740488,2.40E+13,4.11E-06,4720.978784,987628761.5,29122,8591,82359
99852,27088,11024,0.00056263,0.1,1521807,29863944,2704790976,298618112,1100768448,2.98E+13,5.63E-05,61932.53519,1174339959,47517,113552,119665
77953,50154,8559,8.43E-05,0.07,329548,30050452,3909654762,429268086,667199727,3.35E+13,5.90E-06,3936.678549,14102869.71,24871,15050,31883
