lr,lc,rc,ld,rd,lnnz,rnnz
102040,18882,14345,2.48E-05,0.005,47842,1354418
112194,22234,17069,1.65E-05,0.17,41184,64518913
28327,28139,8548,0.00015297,0.13,121937,31273310
62637,29440,16382,0.00160539,0.01,2960435,4822927
9638,22334,9342,0.00031941,0.23,68756,47988813
40911,16610,6535,0.00018467,0.2,125491,21710083
5663,68007,4729,0.00019487,0.05,75060,16082257
105961,45060,10913,0.00082185,0.01,3924037,4917550
10713,96579,16932,1.65E-05,0.01,17083,16353165
44040,1787,6173,0.00108175,0.15,85179,1655736
93045,74501,705,1.65E-05,0.27,114447,14188376
18069,8672,28904,0.00013363,0.2,20941,50133544
22106,53551,9451,0.00015297,0.1,181092,50614221
76244,65618,5412,0.00018467,0.13,923904,46166594
14988,11170,14155,0.00015297,0.3,25611,47434080
86642,14999,19756,0.00860544,0.13,11183501,38524054
50502,18433,16209,2.48E-05,0.23,23115,68724517
46587,79414,5642,0.00078778,0.03,2914552,13442572
18596,88925,3701,2.48E-05,0.15,41062,49378185
29285,5424,32201,0.00031941,0.0005,50737,87330
15388,5249,16725,0.00019487,0.005,15743,439045
33061,64314,10818,8.43E-05,0.07,179229,48706445
4158,4109,17323,0.00182521,0.25,31194,17799399
115315,21509,8707,0.00082282,0.03,2040954,5619077
47722,39521,4263,0.00082282,0.27,1551878,45490136
17787,94167,1844,0.00041097,0.15,688392,26051961
79309,26918,12945,1.65E-05,0.2,35246,69691456
59022,59327,2411,0.00047003,0.1,1645872,14307023
121924,32659,2497,0.00078778,0.07,3136947,5710496
62426,61428,2065,0.00031941,0.07,1224865,8882332
137214,58448,5279,0.00860544,0.0005,69015682,154292
145099,97659,824,0.00047003,0.23,6660478,18530261
27923,24348,15000,0.00296184,0.17,2013727,62090802
106863,58927,6400,0.01084252,0.05,68277224,18858262
12681,73737,1113,0.00952101,0.23,8903127,18883982
16485,11381,28898,0.00108175,0.1,202966,32890578
119064,94413,1897,0.00082282,0.2,9249532,35837314
119977,21911,6771,0.00018467,0.07,485477,10385826
24798,80576,5509,0.00491597,0.01,9823046,4439011
32094,21501,6154,0.00019487,0.17,134479,22495657
53572,23304,2754,4.34E-06,0.15,5418,9628404
17891,4499,2636,0.00160539,0.15,129247,1779384
87149,68635,20425,0.00018467,0.005,1104616,7009578
23430,25370,8617,0.00047003,0.25,279411,54660004
107041,83301,7242,0.00160539,0.07,14314822,42233263
58202,47889,11438,8.43E-05,0.1,234941,54780360
10936,92255,2567,0.00019487,0.23,196614,54489704
40134,13595,6425,2.48E-05,0.005,13548,436766
102725,61200,13660,0.00160539,0.01,10092866,8360574
81900,86437,11023,0.00182521,0.03,12921133,28585405
104307,47285,3661,0.00082487,0.15,4068404,25969786
60937,24655,4930,0.00952101,0.2,14304703,24311593
79395,8443,600,0.00182521,0.13,1223616,658898
9473,27403,8460,0.00013363,0.17,34692,39414460
39977,41746,4935,0.00952101,0.005,15889777,1030255
91870,11117,14145,0.00860544,0.13,8789187,20444191
48759,14393,31758,0.00163948,0.15,1150596,68565823
88572,26455,8523,0.02533638,0.05,59369899,11275367
96851,13715,11653,0.00034241,0.27,454833,43154182
28864,60105,3188,0.00019487,0.0005,338078,95835
119452,19854,13858,0.00018467,0.2,437975,55029829
36893,37461,12437,8.43E-05,0.15,116495,69891241
100440,5241,6056,0.00056263,0.27,296198,8570981
43966,2551,33619,0.00491597,0.23,551583,19733297
51064,14097,24018,2.48E-05,0.001,17874,338596
48030,7654,6046,0.00041097,0.01,151086,462774
91236,55004,2714,0.00056263,0.23,2823529,34335519
87562,1508,7804,2.48E-05,0.03,3280,353252
93400,97536,15816,0.00163948,0.03,14935599,46280910
137842,6183,15572,0.00160539,0.17,1368273,16369118
91791,10508,16808,2.48E-05,0.2,23951,35328450
17203,9276,46574,1.65E-05,0.15,2634,64806756
80374,9713,7802,0.00031941,0.25,249382,18947981
25275,69198,13889,0.00082185,0.0005,1437437,480556
48208,31115,19815,4.34E-06,0.001,6510,616582
141142,4981,4897,0.00860544,0.15,6050752,3659977
42759,12801,2761,0.02533638,0.13,13869434,4595043
128466,82003,4153,0.00018467,0.001,1945446,340568
39847,1754,6556,0.00056263,0.27,39329,3105516
94133,2392,20866,0.00082487,0.23,185806,11484242
64862,22897,5607,0.00491597,0.3,7301019,38521209
2719,28161,21608,1.65E-05,0.03,1264,18255507
43539,41411,11449,0.00082185,0.005,1481810,2370792
119803,451,11148,2.48E-05,0.3,1343,1510601
138007,16136,14084,2.09E-05,0.3,46498,68181455
91775,53017,11971,8.43E-05,0.001,410135,634686
51601,6661,39216,0.00296184,0.2,1018108,52247827
57836,17815,33310,0.00015297,0.01,157620,5934483
110042,37929,4045,0.00015297,0.05,638476,7671463
48165,6140,29156,0.00019487,0.25,57637,44760600
32536,39882,7830,0.01084252,0.15,14069493,46844825
69076,22128,4380,0.00019487,0.3,297867,29080145
27178,48742,4284,0.00078778,0.2,1043603,41763735
79810,14962,7321,2.09E-05,0.13,24934,14240738
39378,8496,18632,0.00163948,0.13,548570,20581913
34173,17315,19730,4.64E-06,0.1,2745,34164468
12929,14434,15123,0.00182521,0.23,340644,50207662
142280,13851,13476,0.00370564,0.25,7302862,46665978
118731,34614,7894,2.48E-05,0.0005,102046,136635
85156,55151,19511,0.00370564,0.03,17403649,32283473
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
