lr,lc,rc,ld,rd,lnnz,rnnz
30927,14951,21960,0.00019487,0.03,90107,9850074
22071,2296,4952,0.00491597,0.27,249137,3070563
15898,8452,13328,0.00082487,0.23,110852,25913392
86265,65883,2422,0.00860544,0.25,48908429,39898592
144700,89168,14675,0.00491597,0.01,63429368,13085712
106674,68393,16165,0.00018467,0.05,1347321,55281394
61892,26952,2968,0.00019487,0.15,325074,12000889
123001,89746,6188,2.48E-05,0.001,274096,555378
147207,7209,4744,0.00078778,0.15,836046,5130893
72696,9829,14588,0.00018467,0.3,131957,43018224
54107,5682,458,0.02533638,0.05,7790379,130377
91310,8116,18456,0.00034241,0.13,253778,19475377
34570,77428,18043,0.01084252,0.05,29022333,69853653
69464,69436,1866,0.00163948,0.0005,7907812,64802
60162,98790,6877,0.00182521,0.07,10848018,47561804
77647,1338,21009,0.00031941,0.17,33203,4781515
33301,50227,4378,0.00160539,0.1,2685235,21990328
131910,55678,14962,0.00163948,0.0005,12041261,416554
133215,11011,13911,0.02533638,0.2,37165044,30635711
59813,13687,4343,0.00082282,0.15,673627,8917505
9781,6349,30883,0.00296184,0.3,183953,58827901
80424,60896,148,0.00163948,0.27,8029454,2438833
93938,48169,1744,1.65E-05,0.27,74707,22687397
106020,21986,35,0.00163948,0.0005,3821663,391
20947,2350,48998,0.00182521,0.23,89851,26484328
1248,1945,7883,0.00370564,0.0005,8995,7667
77547,5364,3061,0.00018467,0.0005,76823,8212
51265,6058,36885,0.01084252,0.27,3367862,60341265
22975,30203,44276,0.00056263,0.0005,390441,668665
129560,48728,3750,4.64E-06,0.2,29293,36551029
2482,5230,45467,0.01084252,0.2,140824,47567666
6925,56180,1098,2.09E-05,0.27,8124,16663658
35749,38651,4677,0.01084252,0.23,14981947,41584161
77825,66549,980,0.00019487,0.0005,1009268,32633
59204,63080,15980,0.00018467,0.03,689670,30241974
9859,12,13427,4.64E-06,0.2,0,32647
110232,84037,7524,0.00047003,0.01,4354207,6323387
83872,79549,15943,4.64E-06,0.03,30958,38049497
47407,56360,5606,0.00108175,0.13,2890346,41080023
48483,10474,21456,0.00056263,0.27,285734,60683875
120900,23938,3024,0.00163948,0.27,4744993,19545907
