lr,lc,rc,ld,rd,lnnz,rnnz
107096,58135,1623,0.00952101,0.07,59278378,6606255
59351,5797,6996,0.00491597,0.27,1691498,10951569
146738,11724,14562,0.00031941,0.07,549516,11951611
136246,39644,4074,0.00370564,0.01,20015861,1615183
74508,10460,21090,4.64E-06,0.2,3616,44124710
21014,24161,41612,2.48E-05,0.01,12607,10054366
98424,59478,6192,0.00013363,0.01,782296,3682991
125703,12871,11249,0.00952101,0.005,15404375,723951
51631,1681,15292,0.00082487,0.3,71597,7712439
89531,73822,5057,0.00491597,0.1,32491560,37336619
73711,24368,4502,0.00056263,0.17,1010621,18653076
134723,7985,4436,0.00047003,0.13,505696,4606284
26869,78085,12967,0.00082185,0.001,1724312,1012549
12898,32883,6938,0.00860544,0.3,3650006,68446081
14531,14253,16354,8.43E-05,0.1,17457,23310347
85695,25582,2145,0.00952101,0.23,20872664,12626709
120910,12312,10947,0.00041097,0.1,611821,13479567
3783,31425,18316,0.01084252,0.0005,1289181,287791
105275,9092,1404,0.00047003,0.17,449946,2171175
129801,9997,608,0.00108175,0.2,1403842,1216916
70864,53663,4667,0.00491597,0.05,18694623,12523366
106292,9947,5967,0.00013363,0.17,141290,10091818
44553,5476,37184,0.00082282,0.3,200764,61092848
19521,1340,954,0.00019487,0.3,5097,383879
72280,40735,7994,2.48E-05,0.13,73109,42333498
2115,8578,23285,0.00296184,0.25,53755,49939462
98472,724,9427,4.34E-06,0.001,309,6831
41697,44362,20373,4.34E-06,0.05,8028,45191155
65950,89712,2369,8.43E-05,0.23,498705,48901275
21672,31865,10259,0.00491597,0.17,3395023,55574781
46110,3764,10626,0.00078778,0.3,136748,12001328
52463,45276,7513,0.00078778,0.005,1871258,1701001
1955,6762,6990,0.00019487,0.15,2577,7090453
9914,63011,23906,0.00163948,0.03,1024200,45191197
117933,60451,3012,0.00370564,0.23,26418496,41882482
62959,17337,25969,0.00163948,0.005,1789632,2251266
10196,74267,2633,0.00491597,0.23,3722617,44979958
5554,46206,1822,0.01084252,0.03,2782911,2526819
60314,9620,18040,0.00370564,0.23,2150129,39917490
94874,14015,17187,0.00952101,0.17,12660371,40951821
40201,71349,4284,2.48E-05,0.01,71221,3056802
26883,4276,15319,0.00160539,0.0005,184585,32759
117166,9557,9860,0.00296184,0.001,3316667,94243
32939,43962,37591,0.00018467,0.0005,267419,826308
96979,15137,18033,0.00182521,0.13,2679504,35487513
148743,40178,3092,4.34E-06,0.005,25937,621276
25210,42044,9731,0.00047003,0.07,498201,28641734
26544,1208,3612,2.09E-05,0.27,670,1178990
41243,11274,98,4.34E-06,0.2,2018,221312
27293,80258,9627,0.00015297,0.03,335078,23181169
54057,1868,11043,0.00082185,0.23,83031,4747314
126062,98340,1496,2.09E-05,0.3,258849,44159914
132313,44446,503,0.00078778,0.2,4632834,4478628
35319,25474,24829,0.00163948,0.1,1475148,63251677
145019,52461,922,0.00296184,0.23,22533573,11128250
53160,87669,317,0.00082185,0.3,3830271,8342248
86538,58068,7002,4.34E-06,0.05,21809,20332091
28447,13317,10824,0.00296184,0.005,1122104,720808
75978,54531,16738,4.34E-06,0.001,17981,912761
37378,402,46500,4.64E-06,0.13,69,2435620
95221,85181,9140,1.65E-05,0.07,133914,54504350
76704,9400,20448,0.00370564,0.27,2672049,51903178
100140,93591,3420,0.00163948,0.001,15365666,320175
132738,19686,6347,1.65E-05,0.2,43144,24991464
43656,5941,22673,0.00082487,0.25,213963,33678855
33424,71067,3370,0.00182521,0.27,4335606,64664523
75068,35990,7681,0.00182521,0.03,4931191,8293717
97611,73015,7266,0.00041097,0.0005,2929041,265299
93144,17606,11814,0.00031941,0.13,523820,27042322
46217,31424,7707,8.43E-05,0.17,122419,41174693
54352,46800,8576,0.00108175,0.07,2751701,28097223
1781,59334,2808,0.00018467,0.3,19514,49989243
114646,87941,12197,0.00160539,0.005,16185914,5363364
61053,13027,19093,4.64E-06,0.001,3690,248735
66631,18827,15564,0.00296184,0.05,3715732,14652201
25262,26801,4158,0.00491597,0.15,3328450,16718979
126562,23632,2120,0.00018467,0.13,552355,6513911
1602,6617,31456,0.02533638,0.15,268742,31225148
83629,67746,21076,0.00082282,0.001,4661762,1427891
82684,46229,3825,0.00082185,0.2,3141456,35370324
119785,94504,8428,0.00034241,0.001,3876178,796499
50470,80577,9465,0.00019487,0.001,792506,762724
8031,97579,2772,0.00056263,0.01,440926,2705620
10735,11997,42152,0.00078778,0.05,101468,25286215
27813,19015,22846,0.00056263,0.001,297559,434425
4775,12413,29093,0.00160539,0.05,95171,18057496
130470,53709,13005,2.48E-05,0.05,173997,34927173
42747,25943,7238,0.00034241,0.17,379749,31926826
91367,58771,15677,0.00031941,0.0005,1715169,460708
38545,4265,15337,0.00163948,0.01,269548,654184
113232,58449,2422,0.00108175,0.001,7159389,141572
62222,59948,419,0.00952101,0.03,35514661,754069
62363,8131,27588,1.65E-05,0.27,8372,60570258
63634,52195,4438,0.00041097,0.07,1365019,16217726
34864,43073,28882,0.00018467,0.01,277325,12440894
491,54550,4252,0.00182521,0.17,48979,39434564
29419,15454,19258,0.00160539,0.005,729880,1488111
83977,6587,21822,0.00182521,0.15,1009681,21562615
66083,70545,7491,2.48E-05,0.13,115755,68700211
21572,2895,37075,0.00047003,0.23,29360,24691866
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
