lr,lc,rc,ld,rd,lnnz,rnnz
79051,79644,17798,0.00056263,0.001,3542329,1417529
6568,121,49615,1.65E-05,0.2,13,1201697
9976,47759,3759,0.01084252,0.03,5165978,5386529
47940,38054,22302,0.01084252,0.07,19780276,59408042
74042,36954,5835,0.00031941,0.07,873966,15094274
126796,17502,504,1.65E-05,0.3,36640,2647635
146350,93024,4117,0.00034241,0.01,4661616,3830294
82533,41890,3498,0.00082185,0.005,2841436,732842
45956,17601,1921,0.00082185,0.13,664808,4395669
83036,43881,104,0.00031941,0.15,1163846,685024
53375,19241,29067,4.34E-06,0.07,4457,39151918
59561,33972,8466,0.02533638,0.2,51265861,57527795
42011,17201,7878,0.00056263,0.3,406602,40658580
116562,94774,3845,0.00041097,0.15,4540048,54662673
117837,48461,2228,0.00491597,0.3,28073169,32391796
2843,88077,3687,1.65E-05,0.13,4134,42218800
143065,48033,1782,0.00108175,0.03,7433769,2568394
45069,4193,24995,0.00041097,0.13,77682,13628196
92974,30050,931,0.00018467,0.25,515950,6995723
39891,9478,26725,0.00034241,0.03,129475,7599857
99213,5045,8380,0.00160539,0.05,803605,2114088
99011,37058,4379,0.00296184,0.01,10867489,1622967
84328,24058,12214,0.00296184,0.23,6008902,67585740
79278,75527,6814,0.00041097,0.1,2460762,51465318
86961,60287,3099,0.00163948,0.15,8595337,28028418
38674,16892,24184,0.00952101,0.13,6220177,53109757
943,4905,31098,0.01084252,0.3,50200,45762087
113584,28584,6111,0.00491597,0.03,15961086,5240830
118247,32779,1259,0.00034241,0.2,1327202,8253805
81121,82025,5464,0.00163948,0.03,10909093,13447778
124140,11591,13292,0.00296184,0.3,4262057,46223337
40897,18462,1695,2.48E-05,0.25,18748,7825973
56536,34948,10006,4.64E-06,0.13,9168,45461270
45241,2511,3519,2.09E-05,0.13,2372,1148903
76706,10237,23837,0.00013363,0.001,104937,244036
111795,30179,13541,2.09E-05,0.05,70447,20433382
10078,92136,18515,4.64E-06,0.005,4308,8529883
57000,3128,4236,2.48E-05,0.03,4427,397518
48343,9794,42602,0.00018467,0.13,87444,54246912
114083,6789,8462,0.00182521,0.01,1413706,574571
44507,79668,7391,0.00056263,0.01,1994986,5889021
141635,56061,523,0.00047003,0.1,3732153,2936046
88362,22785,14320,0.00019487,0.001,392352,326293
130540,74096,8661,0.00078778,0.07,7619855,44922772
