lr,lc,rc,ld,rd,lnnz,rnnz
46787,5699,25406,1.65E-05,0.03,4402,4344354
98452,29745,8708,0.00160539,0.17,4701459,44038852
60673,87576,5157,2.48E-05,0.15,131936,67747566
28645,5089,35883,0.00082282,0.27,119966,49313145
89297,73623,186,0.00108175,0.03,7111911,410939
95355,76328,2881,0.00182521,0.05,13284465,10997063
115306,30847,1809,2.48E-05,0.25,88319,13951812
91599,43031,10327,2.48E-05,0.1,97871,44442879
58692,30723,10942,0.00034241,0.15,617454,50430889
75551,39919,8909,0.00015297,0.07,461353,24894963
79937,57917,7153,0.00018467,0.07,854988,29001613
125885,94103,2299,0.00082185,0.25,9735815,54097605
91939,4322,8525,0.00082185,0.2,326594,7369718
135965,16992,10196,0.00015297,0.13,353423,22523474
121570,11369,15137,0.00013363,0.25,184697,43024415
105462,93014,1900,0.00108175,0.2,10611547,35355978
137432,68145,4678,2.09E-05,0.2,195548,63770140
17718,58381,25879,0.00015297,0.0005,158238,755437
101565,35722,12705,0.00108175,0.1,3924777,45387190
100241,35525,6762,0.00296184,0.17,10547434,40842366
121836,69129,8276,0.00034241,0.07,2883934,40052693
37664,20822,5077,0.00952101,0.01,7467040,1057257
24408,77887,3967,0.00082185,0.13,1562397,40175655
56596,41126,5160,0.02533638,0.15,58973420,31835352
137609,32109,6567,0.00078778,0.3,3480824,63264718
148046,83926,777,0.00047003,0.17,5840172,11098550
32186,30212,1945,0.00047003,0.005,457076,293844
1365,43038,25018,0.00056263,0.05,33065,53837539
29404,31345,1469,0.00047003,0.2,433219,9215265
130085,81322,16178,0.00056263,0.03,5951961,39470563
21436,5502,38938,0.00108175,0.05,127600,10713242
34676,22488,2696,0.00034241,0.2,267015,12127903
39570,109,20417,0.00163948,0.13,7128,291669
58116,8495,30520,0.00082282,0.15,406236,38891416
120029,75744,2803,4.34E-06,0.0005,39457,106190
47518,20449,40367,0.00491597,0.001,4776995,825491
65571,44543,6915,0.00160539,0.2,4689060,61606367
109062,47990,1682,0.00056263,0.3,2944790,24220431
106631,87190,568,4.34E-06,0.15,40349,7429761
81811,11671,10441,4.34E-06,0.3,4143,36558341
48267,81457,4636,1.65E-05,0.15,64913,56645348
18973,6001,35298,0.00163948,0.27,186688,57197967
55458,1869,21986,0.00056263,0.13,58326,5342957
31686,31628,45042,0.00160539,0.005,1608914,7123187
50679,6999,30202,0.00082185,0.17,291539,35939505
85302,10471,21944,0.00160539,0.2,1433969,45956855
34229,614,34351,0.00015297,0.25,3220,5281400
147182,76870,2848,1.65E-05,0.005,186795,1094890
99795,15539,3761,0.00082282,0.23,1276016,13445512
36431,29677,32054,0.00041097,0.01,444339,9512933
132266,92424,13549,0.00018467,0.01,2257528,12523527
6459,93976,2028,4.64E-06,0.13,2816,24781041
52978,54162,13658,4.64E-06,0.07,13314,51783270
41003,87505,2949,0.00031941,0.001,1146049,258058
14470,34213,35821,0.00019487,0.05,96479,61278448
32405,4776,42173,0.00031941,0.15,49438,30215362
142303,24707,14353,1.65E-05,0.07,58049,24825952
142565,91660,207,1.65E-05,0.27,215746,5140617
18119,32641,3296,0.00082282,0.25,486669,26901481
100167,60572,5758,0.00041097,0.2,2493489,69761003
73550,28084,11244,0.00018467,0.1,381466,31581110
148447,19635,7593,0.00182521,0.27,5320082,40254473
52033,37966,10075,0.00163948,0.15,3238796,57378165
45541,6018,595,0.00078778,0.15,215925,537848
2274,4828,40301,0.00108175,0.005,11882,973047
74938,69334,1053,0.00370564,0.05,19253858,3651326
130361,19536,3561,0.00056263,0.25,1432938,17397390
61151,40428,30892,0.00160539,0.05,3968927,62447604
124178,25379,6314,2.48E-05,0.15,78252,24039543
60896,46185,19560,0.00019487,0.0005,548075,451702
79965,67721,3175,0.00015297,0.27,828394,58067202
44251,28370,11979,0.00108175,0.15,1358055,50976914
50039,92283,6867,0.00370564,0.07,17111946,44364038
13468,77638,4309,2.48E-05,0.001,25963,334610
1471,4180,13692,0.00160539,0.3,9876,17170881
149330,59258,4100,0.00056263,0.25,4978795,60743632
122,19410,7522,8.43E-05,0.15,200,21902015
64437,61001,15359,0.00041097,0.07,1615437,65585185
21372,59028,14837,4.64E-06,0.05,5853,43790888
132052,47009,4464,0.00082282,0.1,5107894,20985585
33967,9414,35995,0.00160539,0.07,513403,23722751
64201,35581,5780,0.00860544,0.23,19658246,47306600
102485,4494,1166,0.00108175,0.05,498261,262042
18683,80341,1796,0.00013363,0.17,200583,24535548
107253,2283,4766,2.48E-05,0.1,6080,1088228
1305,2291,39714,0.00296184,0.01,8863,910247
321,7673,20778,8.43E-05,0.2,207,31889231
5605,71611,11753,0.00018467,0.0005,74126,420831
7337,5760,16366,0.00082185,0.23,34738,21684240
108030,47821,1780,0.00041097,0.3,2123154,25541697
86013,21342,4409,0.00078778,0.13,1446164,12234710
38694,1087,33880,0.00015297,0.3,6435,11051388
69381,8913,17731,0.00296184,0.2,1831765,31611153
143092,65008,3069,0.00015297,0.13,1422960,25936502
17363,20949,1933,0.00296184,0.001,1077349,40508
15283,68140,28533,4.64E-06,0.0005,4832,972131
64937,13955,3132,0.00296184,0.25,2684082,10928940
13636,6566,2394,0.00056263,0.03,50379,471685
105305,27101,13298,0.00296184,0.1,8452833,36040588
47493,7813,2483,0.00108175,0.03,401443,582094
