"lr","lc","rc","ld","rd","lnnz","rnnz"
127010,75649,4248,0.00108175,0.07,10393747,22499259
129881,2256,9373,0.00031941,0.23,93621,4865131
128409,19319,5883,0.01084252,0.001,26898087,113663
115598,49223,4832,0.00015297,0.05,870429,11894501
23846,2946,23947,0.00082282,0.3,57811,21167522
55001,176,11919,4.34e-06,0.17,42,356764
90270,20775,9942,0.00952101,0.3,17855654,61966237
4773,2377,1802,0.00082487,0.23,9360,985740
24243,25947,9959,0.00056263,0.17,353928,43931153
12707,1531,23009,0.00491597,0.13,95644,4579675
51496,38454,12129,0.00041097,0.15,813844,69964005
27174,31986,10477,0.00078778,0.005,684734,1675591
98840,7930,17808,0.00034241,0.05,268416,7061814
45315,35061,2997,0.02533638,0.005,40255343,525543
122880,2487,1698,0.00034241,0.3,104656,1267722
5898,54469,25348,0.00160539,0.01,515834,13807027
32921,23284,10073,0.00108175,0.1,829220,23455847
3080,3424,9280,0.02533638,0.27,267303,8581034
87832,27715,23799,0.00041097,5e-04,1000423,329808
101393,55319,3290,0.00182521,0.15,10237711,27305171
112707,132,9882,0.00015297,0.1,2283,130916
7124,2059,11741,0.00860544,0.23,126236,5560578
50883,7297,24594,0.00163948,0.05,608805,8974212
96155,18024,6166,0.00082487,0.005,1429614,555759
4777,4157,5509,0.00013363,0.1,2654,2290309
14221,1768,5883,0.00082185,0.15,20666,1560628
2226,12021,34137,0.00082282,0.001,22022,410398
149304,94904,5118,0.00082185,0.07,11645371,34006834
131650,87720,9377,0.00370564,5e-04,42794631,411296
108072,37589,16708,2.088e-05,0.005,84823,3140324
31949,21032,7354,0.00082487,0.13,554294,20108326
52773,44889,19321,0.00160539,0.05,3803153,43366140
9314,7419,13478,0.00163948,0.2,113298,20000240
44007,99351,428,0.00047003,0.01,2055049,425402
9994,25965,4584,0.00047003,0.25,121975,29760717
14784,26631,12793,1.651e-05,0.001,6500,340723
140755,79185,4488,0.00160539,0.17,17893335,60418390
64768,95313,935,0.00182521,0.03,11267501,2675954
52915,72458,3514,0.00952101,0.27,36505534,68765812
48066,7731,19032,8.429e-05,0.13,31325,19130317
17489,49638,18821,0.00013363,0.03,116008,28027825
11604,66107,31423,0.00082487,0.03,632780,62320382
135770,32154,7892,8.429e-05,0.17,367978,43140196
100868,11412,9657,2.088e-05,0.05,24035,5510841
2906,20466,4476,0.00370564,0.15,220441,13744145
43089,1674,47767,1.651e-05,0.13,1191,10401050
128724,65043,473,0.00031941,0.07,2674326,2156446
26538,68204,241,0.00018467,0.3,334259,4937142
101374,53927,8401,0.00491597,0.05,26874645,22653995
19365,12972,13213,0.00160539,0.01,403291,1714096
84962,5872,3096,8.429e-05,0.2,42054,3636293
31027,26875,45404,8.429e-05,0.05,70288,61014045
4988,61591,516,0.00952101,0.27,2925102,8589290
120041,43858,10178,2.088e-05,0.01,109929,4463919
53700,36138,27617,0.00031941,0.07,619867,69864100
119972,12683,9889,8.429e-05,0.13,128259,16306650
45740,38901,24406,0.00952101,0.005,16941499,4747148
96270,18205,14779,0.01084252,0.15,19002898,40360490
69580,39408,9687,0.00108175,0.13,2966244,49632066
50789,6830,36956,1.651e-05,0.15,5727,37867114
11940,68582,5226,0.00860544,0.13,7047208,46599225
126323,29528,3970,0.00952101,0.17,35515269,19931020
33890,33324,33002,0.00018467,5e-04,208566,549896
111036,57555,15507,0.00182521,0.001,11664376,892512
105902,22592,9568,1.651e-05,0.005,39501,1080911
82381,37482,2619,0.00296184,0.13,9145886,12765396
49640,11631,36215,4.34e-06,0.05,2505,21062748
72106,79568,3564,0.00296184,0.15,16993174,42548014
74350,41827,9357,0.00182521,0.17,5676200,66538464
124608,44031,7061,0.00160539,0.17,8808190,52854733
141774,79932,2511,0.00047003,0.1,5326557,20073225
38278,42428,40829,2.483e-05,0.01,40325,17323435
68762,11459,13535,8.429e-05,0.13,66420,20164392
39065,46525,4755,4.64e-06,0.001,8433,221273
7549,2019,18412,0.00082185,0.07,12527,2602326
81100,45630,20826,0.00078778,5e-04,2915297,475171
30354,81887,8234,0.02533638,0.1,62976645,67432775
38545,35532,10045,0.00056263,5e-04,770591,178476
113096,13650,9246,1.651e-05,0.13,25489,16409769
147302,88509,1737,0.00182521,5e-04,23796501,76882
29613,5438,28350,0.00296184,0.25,477053,38548683
3139,615,33706,0.00034241,0.27,661,5601829
39983,37542,13427,0.00034241,0.13,513991,65533728
141630,13879,8814,0.00018467,0.001,363005,122334
55134,17547,6198,0.00082487,0.27,798065,29370143
122250,40193,7921,8.429e-05,0.03,414178,9551995
74690,14633,1619,0.00082282,0.13,899341,3081368
125532,93306,3608,0.00296184,0.15,34692057,50505095
87059,69551,2964,0.00370564,0.15,22438259,30932533
68839,24125,8529,0.00041097,0.15,682529,30866753
77174,73887,167,0.00056263,0.03,3208236,372014
6039,3892,13031,0.00082185,5e-04,19318,25361
88782,19168,10432,0.00952101,0.27,16203423,53994151
13521,1018,9286,0.00491597,0.3,67705,2837607
108468,45859,7557,0.00370564,0.13,18432971,45053075
5112,60935,18932,0.00108175,0.005,336996,5768405
80673,38587,22594,0.00047003,0.01,1463217,8718810
8390,13496,22094,0.00041097,0.15,46542,44730729
126118,75544,102,4.34e-06,0.13,41349,1010347
5556,4747,36931,0.00082487,0.15,21761,26301207
49348,72148,17332,0.00078778,0.03,2804820,37514558
114952,94299,13562,0.00108175,0.001,11726186,1278912
34554,38949,5057,0.00041097,0.2,553118,39399298
33925,65487,12283,0.00031941,0.07,709636,56309961
95007,55829,2775,4.34e-06,0.3,23020,46481733
118969,96890,4806,0.00082185,0.03,9473485,13971565
101317,42083,2633,2.088e-05,0.23,89027,25487546
119618,8813,5058,0.00082487,0.17,869609,7578488
25664,20775,45020,0.00082487,0.03,439825,28059960
1564,48928,80,0.00370564,0.15,283720,590179
24955,18151,14194,8.429e-05,0.25,38181,64411018
142973,99001,12651,0.00019487,0.01,2758307,12524961
37760,27216,22812,4.64e-06,0.03,4768,18626413
43915,66288,15853,0.00019487,0.03,567277,31526111
51230,84407,4807,0.00019487,0.15,842657,60864695
142833,33258,7299,0.00013363,0.005,634797,1213855
99187,43806,618,0.00078778,0.17,3422919,4607098
71710,13450,8811,0.00296184,0.25,2856758,29629883
59853,74080,14018,8.429e-05,0.03,373739,31155717
106480,2008,5609,0.00056263,0.23,120305,2590978
113960,47603,3954,0.00952101,0.2,51650841,37646410
66836,47311,2609,0.01084252,0.005,34285704,617326
8596,42912,44117,1.651e-05,5e-04,6090,946598
121428,3735,1184,0.00034241,0.05,155295,221260
77157,2762,14507,0.00860544,0.15,1834537,6012581
63824,31368,12907,0.00163948,0.03,3282370,12146392
41117,49435,20231,0.00160539,0.001,3263238,1000156
10799,65779,547,0.00163948,0.3,1164641,10799440
4613,42354,10811,0.00082487,0.001,161187,457904
119017,74341,13738,0.00041097,5e-04,3636246,510665
98654,78453,2654,0.00370564,0.27,28680793,56219098
98218,12128,19093,0.00082185,0.005,979062,1157917
134831,23599,13838,0.00860544,0.17,27382736,55521639
45337,17273,38013,0.00163948,0.005,1283977,3283192
22547,25259,35323,0.00491597,0.001,2799888,892273
111413,56856,12912,0.00182521,0.07,11561947,51392312
40581,5393,22043,0.00296184,0.17,648262,20211653
135518,9708,5861,2.483e-05,0.1,32668,5690578
7487,3201,29925,0.00013363,0.2,3203,19164138
1245,5182,40506,0.00013363,0.005,862,1049656
64776,89711,23380,2.088e-05,0.01,121337,20974900
93509,20054,2778,4.34e-06,0.2,8138,11142523
32761,6407,8372,0.00041097,0.1,86270,5364707
16913,61311,33967,0.00041097,0.01,426163,20825880
37395,10357,19431,0.00015297,0.2,59252,40254159
101506,81602,1178,0.00056263,0.17,4660380,16349836
53448,28846,5227,0.00082282,0.25,1268610,37698238
44706,40917,13410,0.00082282,0.005,1505157,2743689
19230,7465,28851,0.00491597,0.13,705812,28002736
30165,1251,43558,0.00018467,0.15,6971,8176405
115129,25367,9820,8.429e-05,0.13,246177,32385259
55976,2303,26651,2.088e-05,0.27,2691,16573026
101212,88884,4526,0.00019487,0.01,1753089,4023419
125368,68685,6086,4.34e-06,0.13,37371,54343072
56428,20143,8293,0.00082282,0.3,935268,50116744
8343,5746,35431,0.00082282,0.13,39445,26467310
11206,11922,44043,0.00013363,0.03,17854,15752872
60045,22468,13950,0.00082282,0.001,1110099,313441
132459,96519,6904,0.00108175,0.1,13830147,66640919
12527,6726,27702,0.00019487,0.23,16420,42859541
52723,48311,1280,0.02533638,0.3,64535338,18565685
18441,50340,9595,0.00047003,0.05,436346,24153146
78700,29480,11046,0.00019487,0.01,452126,3256590
20410,67600,3077,1.651e-05,0.001,22780,208062
13871,36141,48824,0.00082282,0.005,412493,8822904
125956,34574,6957,8.429e-05,0.25,367074,60139566
83757,7908,3933,0.00082185,0.15,544426,4666222
9567,54424,29372,8.429e-05,5e-04,43891,799294
29587,40703,10922,0.00163948,0.07,1974445,31122152
80644,9724,9880,4.64e-06,0.001,3638,96087
32108,95151,17163,0.00296184,5e-04,9049044,816556
139890,98270,13556,4.64e-06,0.001,63786,1332242
33202,265,25799,0.00082185,0.25,7253,1714463
129573,52806,2861,0.00370564,0.05,25355471,7554743
77996,298,6353,4.34e-06,0.23,101,436200
122295,24185,6657,2.088e-05,0.17,61758,27371694
22776,16980,34030,2.483e-05,0.1,9603,57785841
76915,26508,503,0.00041097,0.005,837949,66767
21545,1672,46199,8.429e-05,0.25,3037,19320167
43073,72545,296,2.483e-05,0.001,77587,21527
21814,65648,14096,0.01084252,0.001,15527480,925408
25622,63679,6227,8.429e-05,0.13,137529,51554147
47197,50388,13717,0.00860544,0.01,20465764,6911991
12984,8217,48876,0.00015297,0.17,16322,68281646
120905,12207,6602,0.00082282,0.2,1214460,16121100
94065,74505,12572,0.00163948,0.001,11490130,936734
106802,95960,3103,2.483e-05,0.03,254476,8935010
142621,87202,418,0.00031941,0.17,3972489,6206047
52597,34846,15751,0.00056263,0.03,1031225,16466790
87270,29049,17524,0.00031941,0.13,809760,66181985
3838,88220,1579,0.00078778,0.23,266751,32053081
75299,7110,8527,0.00160539,0.03,859526,1818932
32282,67611,3089,0.00056263,0.15,1228028,31337647
8275,55767,3233,0.00082487,0.25,380691,45084839
4206,36088,40522,0.02533638,0.005,3846587,7311987
31573,36729,2610,2.088e-05,0.27,24214,25887787
79411,95787,7533,0.00491597,0.05,37393717,36082235
49577,3456,121,0.00034241,0.27,58681,113242
18673,29421,2645,4.34e-06,0.15,2384,11673736
138742,29967,3192,0.01084252,5e-04,45081363,47843
15579,12958,41715,8.429e-05,5e-04,17016,270285
146362,68388,3338,0.00013363,0.23,1337565,52517991
78258,20600,10548,4.34e-06,5e-04,6996,108649
7417,78770,1832,4.34e-06,0.001,2535,144378
86032,65649,1233,0.00952101,0.01,53774700,810001
35244,27585,47984,0.00047003,0.005,456985,6618315
18771,12413,27727,4.64e-06,0.01,1081,3441853
39666,10651,15150,0.00370564,0.17,1565662,27434498
80446,29658,12596,0.00034241,5e-04,816952,186794
61168,16305,26907,0.00019487,0.07,194360,30711565
8273,646,39628,8.429e-05,0.07,450,1792555
60496,12755,13847,0.00041097,0.25,317130,44157301
29347,2012,25442,0.00860544,0.23,508285,11777279
90941,45738,230,4.64e-06,0.13,19300,1370045
62909,5859,5668,0.00160539,0.2,591750,6642669
99538,23116,21374,0.00082185,0.05,1891034,24705373
