lr,lc,rc,ld,rd,lnnz,rnnz
49348,72148,17332,0.00078778,0.03,2804820,37514558
114952,94299,13562,0.00108175,0.001,11726186,1278912
34554,38949,5057,0.00041097,0.2,553118,39399298
33925,65487,12283,0.00031941,0.07,709636,56309961
95007,55829,2775,4.34E-06,0.3,23020,46481733
118969,96890,4806,0.00082185,0.03,9473485,13971565
101317,42083,2633,2.09E-05,0.23,89027,25487546
119618,8813,5058,0.00082487,0.17,869609,7578488
25664,20775,45020,0.00082487,0.03,439825,28059960
1564,48928,80,0.00370564,0.15,283720,590179
24955,18151,14194,8.43E-05,0.25,38181,64411018
142973,99001,12651,0.00019487,0.01,2758307,12524961
37760,27216,22812,4.64E-06,0.03,4768,18626413
43915,66288,15853,0.00019487,0.03,567277,31526111
51230,84407,4807,0.00019487,0.15,842657,60864695
142833,33258,7299,0.00013363,0.005,634797,1213855
99187,43806,618,0.00078778,0.17,3422919,4607098
71710,13450,8811,0.00296184,0.25,2856758,29629883
59853,74080,14018,8.43E-05,0.03,373739,31155717
106480,2008,5609,0.00056263,0.23,120305,2590978
113960,47603,3954,0.00952101,0.2,51650841,37646410
66836,47311,2609,0.01084252,0.005,34285704,617326
8596,42912,44117,1.65E-05,5.00E-04,6090,946598
121428,3735,1184,0.00034241,0.05,155295,221260
77157,2762,14507,0.00860544,0.15,1834537,6012581
63824,31368,12907,0.00163948,0.03,3282370,12146392
41117,49435,20231,0.00160539,0.001,3263238,1000156
10799,65779,547,0.00163948,0.3,1164641,10799440
4613,42354,10811,0.00082487,0.001,161187,457904
119017,74341,13738,0.00041097,5.00E-04,3636246,510665
98654,78453,2654,0.00370564,0.27,28680793,56219098
98218,12128,19093,0.00082185,0.005,979062,1157917
134831,23599,13838,0.00860544,0.17,27382736,55521639
45337,17273,38013,0.00163948,0.005,1283977,3283192
22547,25259,35323,0.00491597,0.001,2799888,892273
111413,56856,12912,0.00182521,0.07,11561947,51392312
40581,5393,22043,0.00296184,0.17,648262,20211653
135518,9708,5861,2.48E-05,0.1,32668,5690578
7487,3201,29925,0.00013363,0.2,3203,19164138
1245,5182,40506,0.00013363,0.005,862,1049656
64776,89711,23380,2.09E-05,0.01,121337,20974900
93509,20054,2778,4.34E-06,0.2,8138,11142523
32761,6407,8372,0.00041097,0.1,86270,5364707
16913,61311,33967,0.00041097,0.01,426163,20825880
37395,10357,19431,0.00015297,0.2,59252,40254159
101506,81602,1178,0.00056263,0.17,4660380,16349836
53448,28846,5227,0.00082282,0.25,1268610,37698238
44706,40917,13410,0.00082282,0.005,1505157,2743689
19230,7465,28851,0.00491597,0.13,705812,28002736
30165,1251,43558,0.00018467,0.15,6971,8176405
115129,25367,9820,8.43E-05,0.13,246177,32385259
55976,2303,26651,2.09E-05,0.27,2691,16573026
101212,88884,4526,0.00019487,0.01,1753089,4023419
125368,68685,6086,4.34E-06,0.13,37371,54343072
56428,20143,8293,0.00082282,0.3,935268,50116744
8343,5746,35431,0.00082282,0.13,39445,26467310
11206,11922,44043,0.00013363,0.03,17854,15752872
60045,22468,13950,0.00082282,0.001,1110099,313441
132459,96519,6904,0.00108175,0.1,13830147,66640919
12527,6726,27702,0.00019487,0.23,16420,42859541
