lr,lc,rc,ld,rd,lnnz,rnnz
144844,47806,3834,0.00491597,0.23,34040804,42162130
10633,12582,39423,0.00013363,0.07,17879,34723446
2831,58013,4341,0.00041097,0.005,67518,1259296
33710,2087,19609,0.00860544,0.03,605624,1228156
141323,22208,9965,0.00082487,0.13,2588878,28772235
106999,73917,11044,0.00082185,0.07,6500148,57146381
20744,9051,28445,0.00015297,0.2,28721,51493573
136211,65427,4203,0.00018467,0.2,1645763,55010399
137168,27302,7859,0.00082282,0.3,3081451,64371271
56751,46543,8038,0.00860544,0.15,22730649,56117867
115682,17624,13637,0.00056263,0.15,1147118,36054021
73361,40133,7546,0.00370564,0.17,10910196,51486017
111057,27488,11919,0.00041097,0.17,1254613,55700271
6116,48472,42324,0.00370564,0.001,1098597,2051569
56474,39107,32635,0.00082487,0.01,1821769,12762791
55125,63167,28764,0.00370564,0.005,12903483,9084782
22370,2225,19656,0.00078778,0.15,39221,6562082
82571,74912,7334,4.64E-06,0.005,28701,2747288
2116,48395,3336,1.65E-05,0.23,1691,37143814
96567,91413,6260,0.00047003,0.1,4149214,57233903
33855,27814,12290,0.00082282,0.05,774827,17092681
149065,94534,136,0.00082487,0.15,11623885,1931991
89239,1893,17739,0.00013363,0.27,22579,9069289
25459,10197,15323,0.00031941,0.2,82923,31252262
94904,80903,11995,0.00082282,0.07,6317709,67932549
6656,36174,49972,4.64E-06,0.01,1117,18077505
121791,20677,17510,0.00182521,0.07,4596494,25344597
11330,20541,10518,0.00860544,0.23,2002832,49694064
47173,14834,855,0.00082282,0.07,575814,888304
114810,98403,7950,0.00082185,0.07,9285027,54762416
24428,28665,6813,0.02533638,0.13,17741881,25391002
36008,13795,3570,0.00078778,0.01,391326,492618
44623,53009,18510,0.01084252,0.001,25647583,981232
41747,36792,9064,8.43E-05,0.15,129468,50027840
10479,97953,6430,0.01084252,0.005,11129985,3149463
16742,71772,4286,0.01084252,0.03,13029295,9230625
112176,44117,517,0.00491597,0.23,24329063,5246241
13749,20252,13273,4.34E-06,0.23,1208,61828443
30626,4915,32033,0.00182521,0.27,274757,42511950
4127,2983,37316,0.00019487,0.17,2399,18927361
79954,13461,22080,0.00034241,0.23,368533,68365335
94543,50400,8817,0.01084252,5.00E-04,51664614,222198
135114,57142,4967,0.00015297,0.17,1181047,48255942
94145,80309,506,2.48E-05,0.005,187732,203430
17193,7995,8386,0.00047003,0.23,64613,15420887
103700,14665,242,0.02533638,0.15,38532477,533427
3448,70351,13224,0.00013363,0.01,32415,9303282
7959,80651,26078,0.00018467,5.00E-04,118540,1051645
2889,15075,46614,0.02533638,0.07,1103476,49191148
68852,38611,9216,0.00031941,0.05,849157,17794111
131313,36224,12090,0.00078778,0.13,3747291,56935211
60907,5089,35117,0.00047003,0.17,145709,30385618
4084,3750,5513,8.43E-05,0.15,1291,3102270
120313,97826,1577,8.43E-05,0.07,992075,10803746
99704,67315,11677,0.00013363,0.05,896872,39304742
64167,4793,1062,0.00082185,0.005,252789,25476
831,9884,3817,1.65E-05,0.17,135,6415200
68948,49978,27725,0.00370564,0.01,12769416,13856965
5471,3033,15993,0.01084252,0.001,179976,48523
2100,60869,2735,2.09E-05,0.01,2670,1664981
133665,93166,2615,0.00491597,0.25,61219203,60925846
18062,63100,28250,0.00078778,0.03,897844,53478117
30932,24837,19608,0.02533638,0.03,19466159,14610926
53565,6650,16602,2.48E-05,0.005,8845,552119
131166,42987,6170,0.00296184,0.23,16700526,61006357
101567,97081,20492,2.48E-05,0.03,244831,59681986
59218,43889,31402,0.00160539,0.001,4172551,1378233
83103,14595,10201,0.00082487,0.17,1000500,25312515
69450,89929,74,0.00082185,0.005,5133036,33337
114156,6285,15671,0.00013363,0.1,95880,9850189
138094,33147,13,0.00082282,0.3,3766455,129313
16120,96875,955,0.00108175,0.07,1689367,6480457
68315,51112,891,4.64E-06,0.25,16201,11393001
119383,70165,11770,0.00019487,0.07,1632339,57809535
77362,47634,11000,4.64E-06,0.03,17098,15720642
129272,1129,3296,0.00047003,0.001,68611,3722
69823,71112,3319,0.00952101,0.01,47274672,2360275
7919,24527,15003,0.00491597,0.13,954870,47839345
35385,6974,704,0.00082282,0.01,203066,49155
61136,28638,6298,0.00182521,0.27,3195715,48699316
149663,43737,4745,0.00018467,0.25,1208840,51892504
113857,17391,17390,0.00031941,0.13,632471,39318611
41755,10234,18723,0.00182521,0.15,779985,28742579
112932,29081,3873,4.34E-06,0.07,14253,7886041
22533,58245,23986,2.48E-05,0.005,32588,6985477
37240,8363,24507,4.64E-06,0.03,1445,6149395
72243,66356,15546,0.00082185,0.01,3939839,10316398
105175,12338,14139,4.64E-06,0.3,6021,52339061
19904,39417,44324,0.00031941,0.01,250608,17471671
19176,71545,5602,0.00160539,0.03,2202591,12025045
29795,17248,13429,0.00163948,0.23,842579,53275882
65314,20169,18602,0.00015297,5.00E-04,201518,187603
68075,50880,2547,0.00078778,0.27,2728617,34991000
42291,70679,3486,0.00082185,0.23,2456652,56681046
101977,8185,18589,0.01084252,0.2,9050850,30434260
21915,32569,25408,2.48E-05,0.001,17722,827537
140458,851,5813,0.00034241,5.00E-04,40934,2473
23752,53836,2204,0.00160539,0.07,2052906,8306400
6428,18813,19631,0.00296184,0.005,358216,1846689
61206,6551,16087,0.00013363,0.27,53585,28456970
44876,5696,36928,0.01084252,0.25,2771957,52594873
10076,17913,4685,8.43E-05,0.2,15214,16785312
4204,19530,6760,0.00082487,0.27,67738,35649692
133399,14078,11827,0.00160539,0.001,3015083,166517
30077,39788,33596,0.00031941,0.001,382251,1336751
126512,80461,5138,4.64E-06,0.1,47232,41346601
9061,46936,15097,0.00018467,0.05,78543,35430996
70103,36563,9291,0.00056263,0.13,1442151,44164350
6311,10387,6609,0.00034241,0.17,22449,11671799
51506,32356,3652,4.64E-06,0.15,7732,17726304
77706,17250,912,0.00860544,0.3,11535485,4721339
68727,2046,1800,0.00160539,0.03,225831,110559
48379,70282,631,2.48E-05,0.005,84428,221801
106288,61155,24,4.34E-06,0.3,28210,444329
74882,18110,13041,0.00018467,0.07,250437,16532827
74810,54023,6982,0.00082282,0.17,3325446,64128228
49292,76589,23817,0.00034241,5.00E-04,1292697,912089
35531,10943,44811,0.00013363,0.07,51959,34326664
125705,321,6387,0.00018467,0.2,7459,410514
109597,324,5833,0.00013363,0.07,4749,132426
94225,47238,3274,4.64E-06,0.2,20652,30939239
39842,1425,32746,0.01084252,0.3,615624,13999723
36536,45863,1878,0.00019487,0.25,326542,21533129
34581,45572,14608,0.02533638,0.05,39929540,33286524
26650,31776,7937,0.00019487,0.1,165028,25222857
144069,43245,6412,0.00160539,0.15,10002229,41597094
32185,14915,31044,0.00056263,0.15,270101,69458756
121651,39814,6500,0.00078778,0.005,3815646,1294032
140462,2949,11052,0.00163948,0.13,679221,4237800
94438,3401,2018,0.01084252,0.1,3482483,686653
96961,79374,606,0.00860544,0.001,66229513,48109
100273,93832,13051,0.00018467,0.03,1737547,36738253
130391,14805,9505,0.00018467,0.13,356514,18296596
83977,31683,560,0.00013363,0.27,355549,4793233
96982,35853,14204,0.00182521,0.03,6346566,15278576
128012,92622,716,2.48E-05,0.15,294403,9952113
128972,13091,5378,0.00860544,0.27,14529970,19012927
